CBSA,MDIV,STCOU,NAME,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2014,POPESTIMATE2015
31080,,,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,12828837,12828966,12843875
