ZIP,CBSA,RES_RATIO,BUS_RATIO,OTH_RATIO,TOT_RATIO
50249,22700,0.099236641,0,0,0.097891566
50249,99999,0.853435115,1,1,0.855421687
50249,14340,0.047328244,0,0,0.046686747
50250,99999,0.468495182,0.736111111,0.34,0.477226377
50250,19780,0.531504818,0.263888889,0.66,0.522773623
50251,36820,0.003558719,0.0625,0,0.005050505
50251,35500,0.996441281,0.9375,1,0.994949495
50252,19780,0.260204082,0,0,0.256281407
50252,99999,0.739795918,1,1,0.743718593
50254,99999,1,1,1,1
50255,99999,0,0,1,1
50256,99999,0.875,1,1,0.877470356
50256,36820,0.125,0,0,0.122529644
50257,99999,0.076009501,0,0,0.07424594
50257,19780,0.923990499,1,1,0.92575406
50258,32260,0.130952381,0.6,0,0.135198135
50258,99999,0.869047619,0.4,1,0.864801865
50259,99999,1,1,1,1
50261,19780,1,1,1,1
50262,99999,1,1,1,1
50263,19780,1,1,1,1
50264,99999,1,1,1,1
50265,19780,1,1,1,1
50266,19780,1,1,1,1
50268,36820,0.046843177,0,0,0.045816733
50268,99999,0.953156823,1,1,0.954183267
50269,47940,0.03125,0,0,0.030769231
50269,99999,0.96875,1,0,0.969230769
50271,99999,1,1,1,1
50272,99999,1,0,1,1
50273,99999,0.001564129,0,0,0.001387283
50273,19780,0.998435871,1,1,0.998612717
50274,99999,1,1,1,1
50275,99999,1,0,1,1
50276,19780,0.746081505,0.8,0.666666667,0.74614594
50276,14340,0.253918495,0.2,0.333333333,0.25385406
50277,19780,1,1,1,1
50278,11180,1,1,1,1
50301,19780,1,1,1,1
50302,19780,1,1,1,1
50303,19780,1,1,1,1
50304,19780,1,1,1,1
50305,19780,1,1,1,1
50309,19780,1,1,1,1
50310,19780,1,1,1,1
50311,19780,1,1,1,1
50312,19780,1,1,1,1
50313,19780,1,1,1,1
50314,19780,1,1,1,1
50315,19780,1,1,1,1
50316,19780,1,1,1,1
50317,19780,1,1,1,1
50318,19780,1,1,1,1
50319,19780,0,1,1,1
50320,19780,1,1,1,1
50321,19780,1,1,1,1
50322,19780,1,1,1,1
50323,19780,1,1,1,1
50324,19780,1,1,1,1
50325,19780,1,1,1,1
50327,19780,1,1,1,1
50328,19780,0,1,0,1
50359,19780,0,1,0,1
50360,19780,0,1,1,1
50361,19780,0,1,0,1
50362,19780,0,0,1,1
50363,19780,0,0,1,1
50364,19780,0,0,1,1
50368,19780,0,0,1,1
50380,19780,0,0,1,1
50391,19780,0,1,1,1
50392,19780,0,1,0,1
50395,19780,0,1,1,1
50398,19780,0,1,0,1
50401,32380,1,1,1,1
50402,32380,1,1,1,1
50420,99999,1,1,1,1
50421,99999,1,1,1,1
50423,99999,1,1,1,1
50424,99999,1,1,1,1
50426,99999,1,1,1,1
50427,99999,1,1,1,1
50428,32380,1,1,1,1
50430,99999,1,1,1,1
50431,99999,0,0,1,1
50432,99999,1,0,1,1
50433,32380,0.677165354,1,1,0.691729323
50433,99999,0.322834646,0,0,0.308270677
50434,32380,0.994318182,0,1,0.994350282
50434,99999,0.005681818,0,0,0.005649718
50435,99999,1,1,1,1
50436,99999,1,1,1,1
50438,99999,1,1,1,1
50439,99999,1,1,1,1
50440,32380,1,1,0,1
50441,99999,1,1,1,1
50444,32380,0.991869919,1,1,0.992537313
50444,99999,0.008130081,0,0,0.007462687
50446,32380,0.915057915,1,1,0.918215613
50446,99999,0.084942085,0,0,0.081784387
50447,99999,1,1,1,1
50448,32380,1,1,1,1
50449,99999,0.997183099,1,1,0.997245179
50449,32380,0.002816901,0,0,0.002754821
50450,99999,0.946266574,0.993197279,1,0.952583587
50450,32380,0.053733426,0.006802721,0,0.047416413
50451,99999,1,1,1,1
50452,99999,1,1,1,1
50453,99999,1,1,1,1
50454,99999,1,1,1,1
50455,99999,1,1,1,1
50456,32380,1,1,1,1
50457,32380,0.836363636,0.928571429,0.888888889,0.843621399
50457,99999,0.163636364,0.071428571,0.111111111,0.156378601
50458,32380,0.105820106,0.066666667,0,0.103909465
50458,99999,0.894179894,0.933333333,1,0.896090535
50459,99999,0.006618134,0,0,0.005773672
50459,32380,0.993381866,1,1,0.994226328
50460,99999,1,1,1,1
50461,99999,0.999634903,1,1,0.999675535
50461,32380,0.000365097,0,0,0.000324465
50464,32380,0.980519481,1,0,0.981595092
50464,99999,0.019480519,0,0,0.018404908
50465,99999,0,0,1,1
50466,99999,1,1,1,1
50467,32380,1,1,1,1
50468,99999,0.916775033,1,1,0.922330097
50468,32380,0.083224967,0,0,0.077669903
50469,32380,1,1,1,1
50470,99999,1,1,1,1
50471,99999,1,1,1,1
50472,99999,0.968921389,1,1,0.97125951
50472,32380,0.031078611,0,0,0.02874049
50473,99999,1,1,0,1
50475,32380,0.066233766,0,0,0.064231738
50475,99999,0.933766234,1,1,0.935768262
50476,99999,1,1,1,1
50477,32380,1,1,1,1
50478,99999,1,1,1,1
50479,32380,0.909090909,1,0.923076923,0.91086351
50479,99999,0.090909091,0,0.076923077,0.08913649
50480,99999,1,1,1,1
50481,99999,1,1,0,1
50482,99999,0.057142857,0,0,0.054621849
50482,32380,0.942857143,1,1,0.945378151
50483,99999,1,1,1,1
50484,99999,1,0,1,1
50501,22700,1,1,1,1
50510,99999,0.070652174,0.166666667,0,0.07029877
50510,44740,0.929347826,0.833333333,1,0.92970123
50511,99999,1,1,1,1
50514,99999,1,1,1,1
50515,43980,0.061643836,0,0,0.058823529
50515,99999,0.938356164,1,1,0.941176471
50516,99999,0.081761006,0,0,0.079268293
50516,22700,0.918238994,1,1,0.920731707
50517,99999,1,1,1,1
50518,22700,1,0,1,1
50519,99999,1,1,1,1
50520,99999,1,1,1,1
50521,22700,1,1,1,1
50522,99999,1,1,1,1
50523,22700,1,1,1,1
50524,99999,0.028455285,0,0,0.027667984
50524,22700,0.971544715,1,1,0.972332016
50525,99999,1,1,1,1
50527,99999,1,0,1,1
50528,99999,1,1,1,1
50529,99999,1,1,1,1
50530,22700,0.981418919,1,1,0.982371795
50530,14340,0.018581081,0,0,0.017628205
50531,99999,1,1,1,1
50532,99999,0.060702875,0,0,0.058282209
50532,22700,0.939297125,1,1,0.941717791
50533,22700,0.010068892,0,0,0.008987701
50533,99999,0.989931108,1,1,0.991012299
50535,99999,1,1,1,1
50536,99999,1,1,1,1
50538,22700,0.022875817,0,0,0.022435897
50538,99999,0.977124183,1,1,0.977564103
50539,99999,1,1,1,1
50540,99999,1,1,1,1
50541,99999,1,1,1,1
50542,99999,1,1,1,1
50543,99999,0.002710027,0,0,0.002594034
50543,22700,0.997289973,1,1,0.997405966
50544,22700,0.992248062,1,1,0.992779783
50544,99999,0.007751938,0,0,0.007220217
50545,99999,1,1,1,1
50546,99999,1,1,1,1
50548,99999,0.980542043,0.994680851,1,0.98286052
50548,22700,0.019457957,0.005319149,0,0.01713948
50551,99999,1,0,1,1
50552,99999,1,0,1,1
50554,99999,0.994469027,1,1,0.995274102
50554,44740,0.004424779,0,0,0.003780718
50554,43980,0.001106195,0,0,0.00094518
50556,99999,1,1,1,1
50557,22700,1,1,1,1
50558,99999,1,1,1,1
50559,99999,1,1,1,1
50560,99999,1,1,1,1
50561,99999,1,0,1,1
50562,99999,1,1,1,1
50563,22700,0.008064516,0,0,0.007784855
50563,99999,0.991935484,1,1,0.992215145
50565,43980,0.003663004,0,0,0.003521127
50565,44740,0.996336996,1,1,0.996478873
50566,22700,1,1,1,1
50567,99999,1,1,1,1
50568,44740,0.965785381,1,1,0.966309342
50568,99999,0.034214619,0,0,0.033690658
50569,22700,1,1,1,1
50570,99999,1,1,1,1
50571,99999,1,1,1,1
50573,99999,0,0,1,1
50574,99999,1,1,1,1
50575,99999,1,1,1,1
50576,44740,1,1,1,1
50577,99999,1,1,1,1
50578,99999,1,1,1,1
50579,99999,1,1,1,1
50581,99999,1,1,1,1
50582,99999,1,1,1,1
50583,99999,1,1,1,1
50585,44740,0.859560068,0.95,1,0.863636364
50585,43980,0.140439932,0.05,0,0.136363636
50586,22700,0.063829787,0,0,0.063380282
50586,99999,0.936170213,0,1,0.936619718
50588,99999,0.002446483,0,0,0.002039429
50588,44740,0.997553517,1,1,0.997960571
50590,99999,1,1,1,1
50591,22700,0.070063694,0,0,0.06875
50591,99999,0.929936306,0,1,0.93125
50592,44740,0,1,1,1
50593,99999,1,1,0,1
50594,22700,1,1,1,1
50595,22700,0.000924001,0,0,0.000809061
50595,99999,0.999075999,1,1,0.999190939
50597,99999,1,1,1,1
50598,99999,1,1,1,1
50599,99999,1,1,1,1
50601,47940,0.061501597,0.01369863,0,0.055477528
50601,99999,0.938498403,0.98630137,1,0.944522472
50602,99999,1,1,1,1
50603,99999,1,1,1,1
50604,99999,0.927607362,0.983606557,1,0.93220339
50604,47940,0.072392638,0.016393443,0,0.06779661
50605,99999,1,1,1,1
50606,99999,1,1,1,1
50607,99999,1,1,1,1
50608,99999,1,1,0,1
50609,47940,0.740932642,1,1,0.763033175
50609,99999,0.03626943,0,0,0.033175355
50609,32260,0.222797927,0,0,0.203791469
50611,99999,1,1,1,1
50612,47940,0.105590062,0,0,0.104294479
50612,99999,0.894409938,1,1,0.895705521
50613,99999,0.001366718,0,0,0.001190476
50613,47940,0.998633282,1,1,0.998809524
50614,47940,0,1,1,1
50616,99999,1,1,1,1
50619,99999,1,1,1,1
50620,99999,1,1,0,1
50621,47940,0.955266955,1,1,0.957650273
50621,32260,0.044733045,0,0,0.042349727
50622,47940,1,1,1,1
50623,47940,1,0,1,1
50624,47940,1,1,1,1
50625,99999,1,1,1,1
50626,47940,1,1,1,1
50627,47940,0.024676851,0,0,0.021571649
50627,99999,0.975323149,1,1,0.978428351
50628,99999,1,1,1,1
50629,47940,0.157540826,0.044444444,0,0.151183971
50629,99999,0.842459174,0.955555556,1,0.848816029
50630,47940,0.036275695,0,0,0.0330033
50630,99999,0.963724305,1,1,0.9669967
50631,47940,0,0,1,1
50632,99999,0.890265487,0.769230769,0.625,0.875806452
50632,32260,0.109734513,0.230769231,0.375,0.124193548
50633,99999,1,1,1,1
50634,47940,1,1,1,1
50635,99999,0.984435798,1,1,0.984654731
50635,32260,0.015564202,0,0,0.015345269
50636,99999,1,1,1,1
50638,99999,0.001871491,0,0,0.001601708
50638,47940,0.998128509,1,1,0.998398292
50641,99999,1,1,1,1
50642,47940,1,1,1,1
50643,47940,1,1,1,1
50644,99999,1,1,1,1
50645,47940,0.052123552,0,0,0.05075188
50645,99999,0.947876448,1,1,0.94924812
50647,47940,1,1,1,1
50648,47940,0.177690583,0.065217391,0,0.169581346
50648,99999,0.822309417,0.934782609,1,0.830418654
50649,99999,1,1,1,1
50650,99999,1,1,1,1
50651,99999,0.00659868,0.016393443,0,0.007127193
50651,16300,0.086982603,0.008196721,0,0.08004386
50651,47940,0.906418716,0.975409836,1,0.912828947
50652,99999,0,0,1,1
50653,99999,1,1,1,1
50654,99999,1,1,1,1
50655,99999,1,1,1,1
50657,47940,1,1,0,1
50658,47940,0.011441648,0,0,0.011185682
50658,99999,0.988558352,1,1,0.988814318
50659,99999,1,1,1,1
50660,47940,0.088129496,0,0,0.086572438
50660,99999,0.911870504,1,1,0.913427562
50661,99999,0,0,1,1
50662,99999,1,1,1,1
50664,99999,1,1,1,1
50665,47940,0.113861386,0.02173913,0,0.108724832
50665,99999,0.886138614,0.97826087,1,0.891275168
50666,99999,0.083900227,0,0,0.082222222
50666,47940,0.916099773,1,1,0.917777778
50667,47940,1,1,1,1
50668,47940,1,1,1,1
50669,47940,0.910313901,0.915662651,1,0.91391794
50669,99999,0.089686099,0.084337349,0,0.08608206
50670,99999,0.975188781,1,1,0.975840336
50670,47940,0.024811219,0,0,0.024159664
50671,99999,1,1,1,1
50672,99999,0.951070336,1,1,0.952941176
50672,47940,0.048929664,0,0,0.047058824
50673,47940,0,0,1,1
50674,47940,0.855377009,0.948275862,1,0.865745856
50674,99999,0.144622991,0.051724138,0,0.134254144
50675,99999,0.992105263,1,1,0.992868463
50675,47940,0.007894737,0,0,0.007131537
50676,47940,1,1,1,1
50677,47940,0.997876858,1,1,0.998113208
50677,99999,0.002123142,0,0,0.001886792
50680,47940,1,1,1,1
50681,99999,1,1,1,1
50682,99999,1,1,1,1
50701,47940,1,1,1,1
50702,47940,1,1,1,1
50703,47940,1,1,1,1
50704,47940,1,1,1,1
50707,47940,1,1,1,1
50801,99999,1,1,1,1
50830,99999,1,1,1,1
50831,99999,1,0,1,1
50833,99999,1,1,1,1
50835,99999,1,1,1,1
50836,99999,1,1,1,1
50837,99999,1,1,1,1
50839,99999,1,1,1,1
50840,99999,1,1,1,1
50841,99999,1,1,1,1
50842,99999,1,1,1,1
50843,99999,1,1,1,1
50845,99999,1,1,1,1
50846,99999,1,1,1,1
50847,99999,1,1,1,1
50848,99999,1,1,1,1
50849,99999,1,1,1,1
50851,99999,1,1,1,1
50853,99999,1,1,1,1
50854,99999,1,1,1,1
50857,99999,1,1,1,1
50858,99999,0.992736077,1,1,0.992941176
50858,19780,0.007263923,0,0,0.007058824
50859,99999,1,1,1,1
50860,99999,1,1,1,1
50861,99999,1,0,1,1
50862,99999,1,0,1,1
50863,99999,1,1,1,1
50864,99999,1,1,1,1
50947,19780,0,0,1,1
51001,43580,1,1,1,1
51002,99999,0.000776398,0,0,0.000704722
51002,44740,0.999223602,1,1,0.999295278
51003,99999,0.99871959,1,1,0.998812352
51003,43580,0.00128041,0,0,0.001187648
51004,43580,1,1,1,1
51005,44740,0.044096728,0,0,0.041388518
51005,99999,0.955903272,1,1,0.958611482
51006,99999,0.970695971,1,1,0.972076789
51006,43580,0.029304029,0,0,0.027923211
51007,43580,1,1,1,1
51008,43580,0,0,1,1
51009,99999,1,1,1,1
51010,99999,1,1,1,1
51011,99999,1,1,1,1
51012,99999,1,1,1,1
51014,99999,1,0,1,1
51015,43580,1,1,0,1
51016,43580,0.976366322,1,1,0.97733711
51016,99999,0.023633678,0,0,0.02266289
51018,99999,0.248826291,0.1,0,0.237885463
51018,43580,0.751173709,0.9,1,0.762114537
51019,99999,0.129198966,0,0,0.124688279
51019,43580,0.870801034,1,1,0.875311721
51020,44740,0.016393443,0,0,0.015384615
51020,99999,0.983606557,1,1,0.984615385
51022,99999,1,1,1,1
51023,43580,0.004726536,0.006329114,0,0.004637681
51023,99999,0.995273464,0.993670886,1,0.995362319
51024,43580,1,1,1,1
51025,99999,1,1,1,1
51026,43580,0.860294118,1,1,0.864285714
51026,99999,0.139705882,0,0,0.135714286
51027,43580,0.058139535,0.055555556,0,0.057093426
51027,99999,0.941860465,0.944444444,1,0.942906574
51028,43580,1,1,1,1
51029,99999,1,1,1,1
51030,43580,1,1,1,1
51031,43580,0.998400853,0.998430141,1,0.998467433
51031,99999,0.001599147,0.001569859,0,0.001532567
51033,43980,0.307392996,0.166666667,0,0.30418251
51033,44740,0.692607004,0.833333333,0,0.69581749
51034,99999,0.96090535,1,1,0.966578716
51034,43580,0.03909465,0,0,0.033421284
51035,99999,1,1,1,1
51036,99999,0.977859779,0.923076923,0,0.975352113
51036,43580,0.022140221,0.076923077,0,0.024647887
51037,99999,1,1,1,1
51038,43580,1,1,1,1
51039,43580,1,1,1,1
51040,99999,1,1,1,1
51041,99999,1,1,1,1
51044,43580,1,0,1,1
51045,43580,1,1,1,1
51046,99999,1,1,1,1
51047,99999,0.072386059,0.05,0,0.070707071
51047,43980,0.831099196,0.8,1,0.830808081
51047,44740,0.096514745,0.15,0,0.098484848
51048,43580,0.859106529,1,1,0.862416107
51048,99999,0.140893471,0,0,0.137583893
51049,99999,1,1,1,1
51050,99999,0.02698145,0,0,0.025416998
51050,43580,0.97301855,1,1,0.974583002
51051,99999,1,1,1,1
51052,43580,1,1,1,1
51053,44740,0.005347594,0,0,0.005128205
51053,99999,0.994652406,1,1,0.994871795
51054,43580,1,1,1,1
51055,99999,0.137085137,0,0.093023256,0.126598465
51055,43580,0.862914863,1,0.906976744,0.873401535
51056,99999,0.025104603,0,0,0.024193548
51056,43580,0.974895397,1,0,0.975806452
51058,99999,0.992779783,1,1,0.993366501
51058,43980,0.007220217,0,0,0.006633499
51060,99999,1,1,1,1
51061,99999,0.992,0.928571429,1,0.988764045
51061,43580,0.008,0.071428571,0,0.011235955
51062,43580,1,1,1,1
51063,43580,0.001879699,0,0,0.001763668
51063,99999,0.998120301,1,1,0.998236332
51101,43580,1,1,1,1
51102,43580,1,1,1,1
51103,43580,1,1,1,1
51104,43580,1,1,1,1
51105,43580,1,1,1,1
51106,43580,1,1,1,1
51108,43580,1,1,1,1
51109,43580,1,1,1,1
51111,43580,1,1,1,1
51201,99999,1,1,1,1
51230,99999,1,1,1,1
51231,99999,1,1,1,1
51232,99999,1,1,1,1
51234,99999,1,1,1,1
51235,99999,1,1,1,1
51237,99999,1,1,1,1
51238,99999,1,1,1,1
51239,99999,1,1,1,1
51240,99999,1,1,1,1
51241,99999,1,1,1,1
51242,99999,1,0,1,1
51243,99999,1,1,1,1
51244,99999,1,1,1,1
51245,99999,1,1,1,1
51246,99999,1,1,1,1
51247,99999,1,1,1,1
51248,99999,1,1,1,1
51249,99999,1,1,1,1
51250,99999,1,1,1,1
51301,43980,1,1,1,1
51331,44020,1,1,1,1
51333,43980,0.987288136,1,1,0.987755102
51333,44020,0.012711864,0,0,0.012244898
51334,99999,0.989082969,0.994623656,1,0.989990467
51334,44020,0.010917031,0.005376344,0,0.010009533
51338,43980,0.953252033,0.857142857,1,0.952941176
51338,44020,0.046747967,0.142857143,0,0.047058824
51340,43980,1,0,1,1
51341,43980,1,0,1,1
51342,99999,1,1,1,1
51343,43980,1,1,1,1
51345,44020,0.020920502,0,0.4,0.027777778
51345,99999,0.979079498,1,0.6,0.972222222
51346,43980,0.025839793,0,0.038461538,0.023975251
51346,99999,0.974160207,1,0.961538462,0.976024749
51347,44020,1,1,1,1
51350,99999,1,1,1,1
51351,44020,1,1,1,1
51354,99999,1,1,1,1
51355,44020,1,1,1,1
51357,43980,1,1,1,1
51358,43980,0.127840909,0.25,0.181818182,0.130013831
51358,99999,0.872159091,0.75,0.818181818,0.869986169
51360,44020,1,1,1,1
51363,44020,1,0,1,1
51364,43980,0.044871795,0,0,0.044164038
51364,99999,0.08974359,0,0,0.088328076
51364,44020,0.865384615,0,1,0.867507886
51365,99999,1,1,1,1
51366,43980,0.982352941,1,1,0.982857143
51366,44740,0.017647059,0,0,0.017142857
51401,99999,1,1,1,1
51430,99999,1,1,1,1
51431,99999,1,1,1,1
51432,99999,1,1,1,1
51433,99999,1,1,1,1
51436,99999,1,1,1,1
51439,99999,1,1,1,1
51440,99999,1,1,1,1
51441,99999,1,0,1,1
51442,99999,1,1,1,1
51443,99999,1,1,1,1
51444,99999,1,1,0,1
51445,99999,1,1,1,1
51446,99999,1,1,1,1
51447,99999,1,1,1,1
51448,99999,1,0,1,1
51449,99999,1,1,1,1
51450,99999,1,1,1,1
51451,99999,1,0,1,1
51452,99999,1,0,1,1
51453,99999,1,1,1,1
51454,99999,1,1,1,1
51455,99999,1,1,1,1
51458,99999,1,1,1,1
51459,99999,1,1,0,1
51460,99999,1,0,1,1
51461,99999,1,1,1,1
51462,99999,1,1,1,1
51463,99999,1,1,0,1
51465,99999,1,1,1,1
51466,99999,1,1,1,1
51467,99999,1,1,1,1
51501,36540,1,1,1,1
51502,36540,1,1,1,1
51503,36540,1,1,1,1
51510,36540,1,1,1,1
51520,99999,1,1,1,1
51521,99999,0.068744271,0.045454545,0.074074074,0.068551842
51521,36540,0.931255729,0.954545455,0.925925926,0.931448158
51523,36540,0.029411765,0,0,0.027173913
51523,99999,0.970588235,1,1,0.972826087
51525,36540,1,1,1,1
51526,36540,1,1,1,1
51527,99999,1,1,1,1
51528,99999,1,1,1,1
51529,36540,0.822222222,0.973684211,1,0.839583333
51529,99999,0.177777778,0.026315789,0,0.160416667
51530,99999,0.997319035,1,1,0.99742268
51530,36540,0.002680965,0,0,0.00257732
51531,99999,1,1,1,1
51532,99999,0.935691318,1,1,0.936507937
51532,36540,0.064308682,0,0,0.063492063
51533,99999,0.282115869,0,0,0.267942584
51533,36540,0.717884131,1,1,0.732057416
51534,36540,1,1,1,1
51535,36540,0.158562368,0.130434783,0.105263158,0.156882591
51535,99999,0.841437632,0.869565217,0.894736842,0.843117409
51536,36540,1,1,1,1
51537,99999,1,1,1,1
51540,36540,1,1,1,1
51541,99999,0.071428571,0,0,0.068421053
51541,36540,0.928571429,1,1,0.931578947
51542,36540,1,1,1,1
51543,99999,1,1,1,1
51544,99999,0.934659091,0.857142857,1,0.933884298
51544,36540,0.065340909,0.142857143,0,0.066115702
51545,99999,0.073913043,0,0,0.069387755
51545,36540,0.926086957,1,1,0.930612245
51546,36540,1,1,1,1
51548,36540,1,1,1,1
51549,36540,0.995260664,1,1,0.995555556
51549,99999,0.004739336,0,0,0.004444444
51550,36540,1,1,1,1
51551,99999,0.00117096,0,0,0.001102536
51551,36540,0.99882904,1,1,0.998897464
51552,99999,1,1,1,1
51553,36540,1,1,1,1
51554,36540,1,1,0,1
51555,36540,1,1,1,1
51556,36540,1,1,1,1
51557,36540,1,1,1,1
51558,36540,0.098684211,0.086956522,0,0.097264438
51558,99999,0.901315789,0.913043478,1,0.902735562
51559,36540,1,1,1,1
51560,36540,1,1,1,1
51561,36540,1,1,1,1
51562,99999,1,1,1,1
51563,36540,0.991620112,1,1,0.991735537
51563,99999,0.008379888,0,0,0.008264463
51564,36540,1,1,1,1
51565,99999,0.85840708,1,1,0.864978903
51565,36540,0.14159292,0,0,0.135021097
51566,99999,0.998079034,1,1,0.998356422
51566,36540,0.001920966,0,0,0.001643578
51570,36540,0.175757576,0.133333333,0,0.170172084
51570,99999,0.824242424,0.866666667,1,0.829827916
51571,36540,1,1,1,1
51572,99999,1,1,1,1
51573,99999,1,1,1,1
51575,36540,1,1,1,1
51576,36540,1,1,1,1
51577,36540,0.879120879,0.983606557,1,0.890522876
51577,99999,0.120879121,0.016393443,0,0.109477124
51578,99999,1,1,0,1
51579,36540,1,1,1,1
51601,99999,1,1,1,1
51603,99999,0,1,0,1
51630,99999,1,1,1,1
51631,99999,1,1,1,1
51632,99999,1,1,1,1
51636,99999,1,1,1,1
51637,99999,1,1,1,1
51638,99999,1,1,1,1
51639,99999,1,1,1,1
51640,99999,1,1,1,1
51645,99999,0.730769231,1,1,0.740740741
51645,36540,0.269230769,0,0,0.259259259
51646,99999,1,1,1,1
51647,99999,1,1,1,1
51648,99999,1,1,1,1
51649,99999,1,0,1,1
51650,99999,1,1,1,1
51651,99999,1,1,1,1
51652,99999,1,1,1,1
51653,99999,0.860979463,0.941176471,1,0.866566717
51653,36540,0.139020537,0.058823529,0,0.133433283
51654,99999,1,0,1,1
51656,99999,1,0,1,1
52001,20220,1,1,1,1
52002,20220,1,1,1,1
52003,20220,1,1,1,1
52004,20220,1,1,1,1
52030,99999,1,1,1,1
52031,20220,0.085822465,0,0.108108108,0.080464217
52031,99999,0.914177535,1,0.891891892,0.919535783
52032,20220,0.424033149,0.777777778,1,0.430706522
52032,99999,0.535911602,0.222222222,0,0.529891304
52032,16300,0.040055249,0,0,0.039402174
52033,20220,0.741423126,0.854166667,1,0.751947274
52033,16300,0.258576874,0.145833333,0,0.248052726
52035,99999,1,1,1,1
52036,99999,1,1,1,1
52037,17540,0.967980296,1,1,0.968292683
52037,99999,0.032019704,0,0,0.031707317
52038,99999,1,1,1,1
52039,20220,1,1,1,1
52040,20220,0.865438526,0.903448276,0.95,0.871642832
52040,99999,0.134561474,0.096551724,0.05,0.128357168
52041,99999,1,1,1,1
52042,99999,1,1,1,1
52043,99999,1,1,1,1
52044,99999,1,1,1,1
52045,20220,1,1,1,1
52046,20220,1,1,1,1
52047,99999,1,1,1,1
52048,99999,1,1,1,1
52049,99999,1,1,1,1
52050,99999,1,1,1,1
52052,20220,0.021384356,0,0,0.019597731
52052,99999,0.978615644,1,1,0.980402269
52053,99999,0.153429603,0.043478261,0,0.147766323
52053,20220,0.846570397,0.956521739,1,0.852233677
52054,20220,0.111922141,0,0,0.105263158
52054,99999,0.888077859,1,1,0.894736842
52056,20220,1,0,0,1
52057,99999,1,1,1,1
52060,99999,0.984989278,0.997613365,1,0.986785051
52060,17540,0.015010722,0.002386635,0,0.013214949
52064,99999,0.942396313,1,1,0.945295405
52064,17540,0.057603687,0,0,0.054704595
52065,99999,0.146095718,0,0,0.142156863
52065,20220,0.853904282,1,1,0.857843137
52066,99999,1,1,1,1
52068,20220,1,1,1,1
52069,17540,0.052631579,0,0,0.050056883
52069,99999,0.947368421,1,1,0.949943117
52070,17540,0.069400631,0,0,0.06875
52070,99999,0.930599369,1,1,0.93125
52071,99999,1,1,1,1
52072,99999,1,1,0,1
52073,20220,0.979782271,1,0,0.980362538
52073,99999,0.020217729,0,0,0.019637462
52074,99999,1,1,1,1
52075,99999,0,0,1,1
52076,99999,1,1,1,1
52077,99999,1,1,0,1
52078,99999,0.232142857,0,0,0.224783862
52078,20220,0.767857143,1,1,0.775216138
52079,99999,0.577023499,0.4,0,0.571794872
52079,20220,0.422976501,0.6,1,0.428205128
52099,20220,0,0,1,1
52101,99999,1,1,1,1
52132,99999,1,1,1,1
52133,99999,1,1,1,1
52134,99999,1,1,1,1
52135,99999,1,1,1,1
52136,99999,1,1,1,1
52140,99999,1,1,1,1
52141,99999,1,1,1,1
52142,99999,1,1,1,1
52144,99999,1,1,1,1
52146,99999,1,1,1,1
52147,99999,1,1,1,1
52149,99999,0,1,0,1
52151,99999,1,1,1,1
52154,99999,1,1,1,1
52155,99999,1,1,1,1
52156,99999,1,1,1,1
52157,99999,1,1,1,1
52158,99999,1,1,1,1
52159,99999,1,1,1,1
52160,99999,1,1,1,1
52161,99999,1,1,1,1
52162,99999,1,1,1,1
52163,99999,1,1,1,1
52164,99999,1,1,1,1
52165,99999,1,1,1,1
52166,99999,0,0,1,1
52168,99999,1,1,1,1
52169,99999,1,0,1,1
52170,99999,1,1,1,1
52171,99999,1,1,1,1
52172,99999,1,1,1,1
52175,99999,1,1,1,1
52201,26980,0.998095238,1,1,0.998214286
52201,99999,0.001904762,0,0,0.001785714
52202,16300,1,1,1,1
52203,99999,0.927116827,0.977011494,1,0.933142311
52203,26980,0.072883173,0.022988506,0,0.066857689
52204,99999,0,1,0,1
52205,16300,1,1,1,1
52206,16300,1,1,1,1
52207,17540,0.100436681,0,0,0.094650206
52207,99999,0.899563319,1,1,0.905349794
52208,99999,0.064285714,0.036764706,0,0.060606061
52208,16300,0.935714286,0.963235294,1,0.939393939
52209,99999,0.043227666,0,0,0.042016807
52209,16300,0.956772334,1,1,0.957983193
52210,99999,0.920903955,1,1,0.923287671
52210,16300,0.079096045,0,0,0.076712329
52211,99999,1,1,1,1
52212,16300,1,1,1,1
52213,16300,1,1,1,1
52214,16300,1,1,1,1
52215,99999,1,1,0,1
52216,16300,0.03268945,0,0,0.030428769
52216,99999,0.96731055,1,1,0.969571231
52217,99999,1,1,1,1
52218,99999,0.170868347,0.142857143,0,0.167803547
52218,16300,0.829131653,0.857142857,1,0.832196453
52219,16300,1,1,0,1
52220,99999,1,0,1,1
52221,99999,1,1,0,1
52222,99999,1,1,1,1
52223,99999,1,1,1,1
52224,99999,0.792151163,0.705882353,0.777777778,0.789915966
52224,16300,0.207848837,0.294117647,0.222222222,0.210084034
52225,16300,0.094339623,0.333333333,0,0.097222222
52225,99999,0.905660377,0.666666667,1,0.902777778
52227,16300,0.994137353,1,1,0.99437299
52227,26980,0.005862647,0,0,0.00562701
52228,16300,0.978642258,1,1,0.979396615
52228,26980,0.021357742,0,0,0.020603385
52229,16300,1,1,1,1
52231,99999,1,1,0,1
52232,99999,1,1,1,1
52233,16300,1,1,1,1
52235,26980,1,1,1,1
52236,99999,1,1,1,1
52237,16300,0.004267425,0,0,0.004120879
