ZIP,CBSA,RES_RATIO,BUS_RATIO,OTH_RATIO,TOT_RATIO
33062,22744,1,1,1,1
33063,22744,1,1,1,1
33064,22744,1,1,1,1
33065,22744,1,1,1,1
33066,22744,1,1,1,1
33067,22744,1,1,1,1
33068,22744,1,1,1,1
33069,22744,1,1,1,1
33070,28580,1,1,1,1
33071,22744,1,1,1,1
33073,22744,1,1,1,1
33074,22744,1,1,1,1
33075,22744,1,1,1,1
33076,22744,1,1,1,1
33077,22744,1,1,1,1
33081,22744,1,1,1,1
33082,22744,0,0,1,1
33083,22744,1,1,1,1
33084,22744,1,1,1,1
33090,33124,1,1,1,1
33092,33124,1,1,1,1
33093,22744,1,1,1,1
33097,22744,1,1,1,1
33101,33124,1,1,1,1
33106,33124,0,1,1,1
33109,33124,1,1,1,1
33112,33124,0,1,0,1
33114,33124,1,1,1,1
33116,33124,1,1,1,1
33119,33124,1,1,1,1
33122,33124,1,1,1,1
33124,33124,1,1,1,1
33125,33124,1,1,1,1
33126,33124,1,1,1,1
33127,33124,1,1,1,1
33128,33124,1,1,1,1
33129,33124,1,1,1,1
33130,33124,1,1,1,1
33131,33124,1,1,1,1
33132,33124,1,1,1,1
33133,33124,1,1,1,1
33134,33124,1,1,1,1
33135,33124,1,1,1,1
33136,33124,1,1,1,1
33137,33124,1,1,1,1
33138,33124,1,1,1,1
33139,33124,1,1,1,1
33140,33124,1,1,1,1
33141,33124,1,1,1,1
33142,33124,1,1,1,1
33143,33124,1,1,1,1
33144,33124,1,1,1,1
33145,33124,1,1,1,1
33146,33124,1,1,1,1
33147,33124,1,1,1,1
33149,33124,1,1,1,1
33150,33124,1,1,1,1
33152,33124,1,1,1,1
33153,33124,1,1,1,1
33154,33124,1,1,1,1
33155,33124,1,1,1,1
33156,33124,1,1,1,1
33157,33124,1,1,1,1
33158,33124,1,1,1,1
33160,33124,1,1,1,1
33161,33124,1,1,1,1
33162,33124,1,1,1,1
33163,33124,1,1,1,1
33164,33124,1,1,1,1
33165,33124,1,1,1,1
33166,33124,1,1,1,1
33167,33124,1,1,1,1
33168,33124,1,1,1,1
33169,33124,1,1,1,1
33170,33124,1,1,1,1
33172,33124,1,1,1,1
33173,33124,1,1,1,1
33174,33124,1,1,1,1
33175,33124,1,1,1,1
33176,33124,1,1,1,1
33177,33124,1,1,1,1
33178,33124,1,1,1,1
33179,22744,0.001591961,0.000796178,0.00280112,0.001623875
33179,33124,0.998408039,0.999203822,0.99719888,0.998376125
33180,33124,1,1,1,1
33181,33124,1,1,1,1
33182,33124,1,1,1,1
33183,33124,1,1,1,1
33184,33124,1,1,1,1
33185,33124,1,1,1,1
33186,33124,1,1,1,1
33187,33124,1,1,1,1
33189,33124,1,1,1,1
33190,33124,1,1,1,1
33191,33124,0,1,1,1
33192,33124,0,1,1,1
33193,33124,1,1,1,1
33194,33124,1,1,1,1
33195,33124,0,1,1,1
33196,33124,1,1,1,1
33197,33124,1,1,1,1
33198,33124,0,1,1,1
33199,33124,0,1,0,1
33206,33124,0,1,0,1
33222,33124,1,1,1,1
33231,33124,1,1,1,1
33233,33124,1,1,1,1
33234,33124,1,1,1,1
33238,33124,1,1,1,1
33239,33124,1,1,1,1
33242,33124,1,1,1,1
33243,33124,1,1,1,1
33245,33124,1,1,1,1
33247,33124,1,1,1,1
33255,33124,1,1,1,1
33256,33124,1,1,1,1
33257,33124,1,1,1,1
33261,33124,1,1,1,1
33265,33124,1,1,1,1
33266,33124,1,1,1,1
33269,33124,1,1,1,1
33280,33124,1,1,1,1
33283,33124,1,1,1,1
33296,33124,1,1,1,1
33301,22744,1,1,1,1
33302,22744,1,1,1,1
33304,22744,1,1,1,1
33305,22744,1,1,1,1
33306,22744,1,1,1,1
33307,22744,1,1,1,1
33308,22744,1,1,1,1
33309,22744,1,1,1,1
33310,22744,1,1,1,1
33311,22744,1,1,1,1
33312,22744,1,1,1,1
33313,22744,1,1,1,1
33314,22744,1,1,1,1
33315,22744,1,1,1,1
33316,22744,1,1,1,1
33317,22744,1,1,1,1
33318,22744,1,1,1,1
33319,22744,1,1,1,1
33320,22744,1,1,1,1
33321,22744,1,1,1,1
33322,22744,1,1,1,1
33323,22744,1,1,1,1
33324,22744,1,1,1,1
33325,22744,1,1,1,1
33326,22744,1,1,1,1
33327,22744,1,1,1,1
33328,22744,1,1,1,1
33329,22744,1,1,1,1
33330,22744,1,1,1,1
33331,22744,1,1,1,1
33332,22744,1,1,1,1
33334,22744,1,1,1,1
33335,22744,1,1,1,1
33338,22744,1,1,1,1
33339,22744,1,1,1,1
33345,22744,1,1,1,1
33346,22744,1,1,1,1
33348,22744,1,1,1,1
33351,22744,1,1,1,1
33355,22744,1,1,1,1
33359,22744,1,1,1,1
33388,22744,0,1,1,1
33394,22744,0,1,1,1
33401,48424,1,1,1,1
33402,48424,1,1,1,1
33403,48424,1,1,1,1
33404,48424,1,1,1,1
33405,48424,1,1,1,1
33406,48424,1,1,1,1
33407,48424,1,1,1,1
33408,48424,1,1,1,1
33409,48424,1,1,1,1
33410,48424,1,1,1,1
33411,48424,1,1,1,1
33412,48424,1,1,1,1
33413,48424,1,1,1,1
33414,48424,1,1,1,1
33415,48424,1,1,1,1
33416,48424,1,1,1,1
33417,48424,1,1,1,1
33418,48424,1,1,1,1
33419,48424,1,1,1,1
33420,48424,1,1,1,1
33421,48424,1,1,1,1
33422,48424,1,1,1,1
33424,48424,1,1,1,1
33425,48424,1,1,1,1
33426,48424,1,1,1,1
33427,48424,1,1,1,1
33428,48424,1,1,1,1
33429,48424,1,1,1,1
33430,48424,1,1,1,1
33431,48424,1,1,1,1
33432,48424,1,1,1,1
33433,48424,1,1,1,1
33434,48424,1,1,1,1
33435,48424,1,1,1,1
33436,48424,1,1,1,1
33437,48424,1,1,1,1
33438,48424,0.935222672,0.818181818,1,0.921985816
33438,38940,0.064777328,0.181818182,0,0.078014184
33440,48424,0.003935071,0.001615509,0.092369478,0.008541464
33440,17500,0.996064929,0.998384491,0.907630522,0.991458536
33441,22744,1,1,1,1
33442,22744,1,1,1,1
33443,22744,1,1,1,1
33444,48424,1,1,1,1
33445,48424,1,1,1,1
33446,48424,1,1,1,1
33448,48424,1,1,1,1
33449,48424,1,1,1,1
33454,48424,1,1,1,1
33455,38940,1,1,1,1
33458,48424,0.965566414,0.999373237,0.979127135,0.970705986
33458,38940,0.034433586,0.000626763,0.020872865,0.029294014
33459,48424,0,1,0,1
33460,48424,1,1,1,1
33461,48424,1,1,1,1
33462,48424,1,1,1,1
33463,48424,1,1,1,1
33464,48424,0,1,0,1
33465,48424,1,1,1,1
33466,48424,1,1,1,1
33467,48424,1,1,1,1
33468,48424,1,1,1,1
33469,48424,0.70340456,0.940784604,0.68766756,0.729415727
33469,38940,0.29659544,0.059215396,0.31233244,0.270584273
33470,48424,1,1,1,1
33471,99999,0.993272962,0.940677966,0.964807188,0.980913736
33471,17500,0.006727038,0.059322034,0.035192812,0.019086264
33472,48424,1,1,1,1
33473,48424,1,1,1,1
33474,48424,1,1,1,1
33475,38940,1,1,1,1
33476,48424,1,1,1,1
33477,48424,1,1,1,1
33478,48424,0.957898461,0.974820144,0.97359736,0.959416105
33478,38940,0.042101539,0.025179856,0.02640264,0.040583895
33480,48424,1,1,1,1
33481,48424,1,1,1,1
33482,48424,1,1,1,1
33483,48424,1,1,1,1
33484,48424,1,1,1,1
33486,48424,1,1,1,1
33487,48424,1,1,1,1
33488,48424,1,1,1,1
33493,48424,1,1,1,1
33496,48424,1,1,1,1
33497,48424,1,1,1,1
33498,48424,1,1,1,1
33499,48424,0,1,0,1
33503,45300,0,0,1,1
33508,45300,1,1,1,1
33509,45300,1,1,1,1
33510,45300,1,1,1,1
33511,45300,1,1,1,1
33513,45540,1,1,1,1
33514,45540,1,1,1,1
33521,45540,0,1,1,1
33523,45300,1,1,1,1
33524,45300,1,1,1,1
33525,45300,1,1,1,1
33526,45300,1,1,1,1
33527,45300,1,1,1,1
33530,45300,1,1,1,1
33534,45300,1,1,1,1
33537,45300,0,0,1,1
33538,45540,1,1,1,1
33539,45300,1,1,1,1
33540,45300,1,1,1,1
33541,45300,1,1,1,1
33542,45300,1,1,1,1
33543,45300,1,1,1,1
33544,45300,1,1,1,1
33545,45300,1,1,1,1
33547,29460,0.002764011,0.00203666,0.012987013,0.002802893
33547,45300,0.997235989,0.99796334,0.987012987,0.997197107
33548,45300,1,1,1,1
33549,45300,1,1,1,1
33550,45300,1,1,1,1
33556,45300,1,1,1,1
33558,45300,1,1,1,1
33559,45300,1,1,1,1
33563,45300,1,1,1,1
33564,45300,1,1,1,1
33565,45300,1,1,1,1
33566,45300,1,1,1,1
33567,45300,1,1,1,1
33568,45300,1,1,1,1
33569,45300,1,1,1,1
33570,45300,1,1,1,1
33571,45300,1,1,1,1
33572,45300,1,1,1,1
33573,45300,1,1,1,1
33574,45300,0,0,1,1
33576,45300,1,1,1,1
33578,45300,1,1,1,1
33579,45300,1,1,1,1
33583,45300,1,1,1,1
33584,45300,1,1,1,1
33585,45540,1,1,1,1
33586,45300,0,0,1,1
33587,45300,1,1,1,1
33592,45300,1,1,1,1
33593,45300,0,0,1,1
33594,45300,1,1,1,1
33595,45300,1,1,1,1
33596,45300,1,1,1,1
33597,45300,0.159179688,0.086956522,0,0.156501182
33597,45540,0.840820313,0.913043478,1,0.843498818
33598,45300,0.993071331,0.995850622,1,0.993159753
33598,35840,0.006928669,0.004149378,0,0.006840247
33601,45300,1,1,1,1
33602,45300,1,1,1,1
33603,45300,1,1,1,1
33604,45300,1,1,1,1
33605,45300,1,1,1,1
33606,45300,1,1,1,1
33607,45300,1,1,1,1
33609,45300,1,1,1,1
33610,45300,1,1,1,1
33611,45300,1,1,1,1
33612,45300,1,1,1,1
33613,45300,1,1,1,1
33614,45300,1,1,1,1
33615,45300,1,1,1,1
33616,45300,1,1,1,1
33617,45300,1,1,1,1
33618,45300,1,1,1,1
33619,45300,1,1,1,1
33620,45300,0,1,1,1
33621,45300,1,1,1,1
33622,45300,1,1,1,1
33623,45300,1,1,1,1
33624,45300,1,1,1,1
33625,45300,1,1,1,1
33626,45300,1,1,1,1
33629,45300,1,1,1,1
33630,45300,0,1,1,1
33634,45300,1,1,1,1
33635,45300,1,1,1,1
33637,45300,1,1,1,1
33646,45300,1,1,1,1
33647,45300,1,1,1,1
33672,45300,1,1,1,1
33673,45300,1,1,1,1
33674,45300,1,1,1,1
33675,45300,1,1,1,1
33677,45300,1,1,1,1
33679,45300,1,1,1,1
33680,45300,1,1,1,1
33681,45300,1,1,1,1
33682,45300,1,1,1,1
33684,45300,1,1,1,1
33685,45300,1,1,1,1
33687,45300,1,1,1,1
33688,45300,1,1,1,1
33689,45300,1,1,1,1
33694,45300,1,1,1,1
33701,45300,1,1,1,1
33702,45300,1,1,1,1
33703,45300,1,1,1,1
33704,45300,1,1,1,1
33705,45300,1,1,1,1
33706,45300,1,1,1,1
33707,45300,1,1,1,1
33708,45300,1,1,1,1
33709,45300,1,1,1,1
33710,45300,1,1,1,1
33711,45300,1,1,1,1
33712,45300,1,1,1,1
33713,45300,1,1,1,1
33714,45300,1,1,1,1
33715,45300,1,1,1,1
33716,45300,1,1,1,1
33729,45300,0,1,0,1
33730,45300,0,1,1,1
33731,45300,1,1,1,1
33732,45300,1,1,1,1
33733,45300,1,1,1,1
33734,45300,1,1,1,1
33736,45300,1,1,1,1
33738,45300,1,1,1,1
33741,45300,1,1,1,1
33742,45300,1,1,1,1
33743,45300,1,1,1,1
33744,45300,1,1,1,1
33747,45300,1,1,1,1
33755,45300,1,1,1,1
33756,45300,1,1,1,1
33757,45300,1,1,1,1
33758,45300,1,1,1,1
33759,45300,1,1,1,1
33760,45300,1,1,1,1
33761,45300,1,1,1,1
33762,45300,1,1,1,1
33763,45300,1,1,1,1
33764,45300,1,1,1,1
33765,45300,1,1,1,1
33766,45300,1,1,1,1
33767,45300,1,1,1,1
33770,45300,1,1,1,1
33771,45300,1,1,1,1
33772,45300,1,1,1,1
33773,45300,1,1,1,1
33774,45300,1,1,1,1
33775,45300,1,1,1,1
33776,45300,1,1,1,1
33777,45300,1,1,1,1
33778,45300,1,1,1,1
33779,45300,1,1,1,1
33780,45300,1,1,1,1
33781,45300,1,1,1,1
33782,45300,1,1,1,1
33784,45300,1,1,1,1
33785,45300,1,1,1,1
33786,45300,1,1,1,1
33801,29460,1,1,1,1
33802,29460,1,1,1,1
33803,29460,1,1,1,1
33804,29460,1,1,1,1
33805,29460,1,1,1,1
33806,29460,1,1,1,1
33807,29460,1,1,1,1
33809,29460,1,1,1,1
33810,29460,0.984809308,0.993548387,0.978947368,0.984881307
33810,45300,0.015190692,0.006451613,0.021052632,0.015118693
33811,29460,1,1,1,1
33812,29460,1,1,1,1
33813,29460,1,1,1,1
33815,29460,1,1,1,1
33820,29460,1,0,1,1
33823,29460,1,1,1,1
33825,42700,0.999057567,0.993197279,0.998556999,0.998672072
33825,29460,0.000942433,0.006802721,0.001443001,0.001327928
33827,29460,1,1,1,1
33830,29460,1,1,1,1
33831,29460,1,1,1,1
33834,29460,0.027891156,0.03030303,0,0.027903958
33834,48100,0.972108844,0.96969697,1,0.972096042
33835,29460,1,0,1,1
33836,29460,1,1,1,1
33837,29460,1,0.993492408,0.988235294,0.999729052
33837,36740,0,0.006507592,0.011764706,0.000270948
33838,29460,1,1,1,1
33839,29460,1,1,1,1
33840,29460,1,1,1,1
33841,29460,1,1,1,1
33843,29460,1,1,1,1
33844,29460,1,1,1,1
33845,29460,1,1,1,1
33846,29460,1,1,1,1
33847,29460,0,0,1,1
33848,36740,1,1,1,1
33849,29460,1,1,1,1
33850,29460,1,1,1,1
33851,29460,1,0,1,1
33852,42700,1,1,1,1
33853,29460,1,1,1,1
33854,29460,0,0,1,1
33855,29460,0,0,1,1
33856,29460,0,0,1,1
33857,42700,1,1,1,1
33858,29460,1,1,1,1
33859,29460,1,1,1,1
33860,45300,0.001043544,0,0,0.000970788
33860,29460,0.998956456,1,1,0.999029212
33862,42700,1,1,1,1
33863,29460,0,0,1,1
33865,35840,0.002631579,0.037037037,0,0.004901961
33865,48100,0.973684211,0.962962963,1,0.973039216
33865,11580,0.023684211,0,0,0.022058824
33867,29460,1,0,1,1
33868,29460,1,1,1,1
33870,42700,1,1,1,1
33871,42700,1,1,1,1
33872,42700,1,1,1,1
33873,48100,1,1,1,1
33875,42700,1,1,1,1
33876,42700,1,1,1,1
33877,29460,1,0,1,1
33880,29460,1,1,1,1
33881,29460,1,1,1,1
33882,29460,1,1,1,1
33883,29460,1,1,1,1
33884,29460,1,1,1,1
33885,29460,1,1,1,1
33890,48100,1,1,1,1
33896,29460,0.773353586,0.380090498,0.324786325,0.753515302
33896,36740,0.226646414,0.619909502,0.675213675,0.246484698
33897,36740,0,0.012345679,0,0.000239636
33897,29460,1,0.987654321,1,0.999760364
33898,29460,1,1,1,1
33901,15980,1,1,1,1
33902,15980,1,1,1,1
33903,15980,1,1,1,1
33904,15980,1,1,1,1
33905,15980,1,1,1,1
33906,15980,1,1,1,1
33907,15980,1,1,1,1
33908,15980,1,1,1,1
33909,15980,1,1,1,1
33910,15980,1,1,1,1
33911,15980,1,1,1,1
33912,15980,1,1,1,1
33913,15980,1,1,1,1
33914,15980,1,1,1,1
33915,15980,1,1,1,1
33916,15980,1,1,1,1
33917,15980,0.994618158,1,0.995,0.994725252
33917,39460,0.005381842,0,0.005,0.005274748
33918,15980,1,1,1,1
33919,15980,1,1,1,1
33920,15980,1,1,1,1
33921,15980,0,0,1,1
33922,15980,1,1,1,1
33924,15980,1,0,1,1
33928,15980,1,1,1,1
33929,15980,1,1,1,1
33930,17500,0,0,1,1
33931,15980,1,1,1,1
33932,15980,1,1,1,1
33935,17500,0.808673139,0.976789168,0.849673203,0.819773675
33935,99999,0.191326861,0.023210832,0.150326797,0.180226325
33936,17500,0.001566532,0.0056926,0.002680965,0.00178693
33936,15980,0.998433468,0.9943074,0.997319035,0.99821307
33938,39460,1,1,1,1
33944,99999,0,0,1,1
33945,15980,0,0,1,1
33946,39460,1,1,1,1
33947,39460,1,1,1,1
33948,39460,1,1,1,1
33949,39460,1,1,1,1
33950,39460,1,1,1,1
33951,39460,1,1,1,1
33952,39460,1,1,1,1
33953,39460,1,1,1,1
33954,39460,1,1,1,1
33955,39460,0.743839697,0.855263158,0.645348837,0.741689926
33955,15980,0.256160303,0.144736842,0.354651163,0.258310074
33956,15980,1,1,1,1
33957,15980,1,1,1,1
33960,42700,0.9776,0.974358974,1,0.977477477
33960,99999,0.0224,0.025641026,0,0.022522523
33965,15980,1,1,0,1
33966,15980,1,1,1,1
33967,15980,1,1,1,1
33970,15980,1,1,1,1
33971,15980,1,1,1,1
33972,15980,1,1,1,1
33973,15980,1,1,1,1
33974,15980,1,1,1,1
33975,17500,1,1,1,1
33976,15980,1,1,1,1
33980,39460,1,1,1,1
33981,39460,1,1,1,1
33982,39460,1,1,1,1
33983,39460,1,1,1,1
33990,15980,1,1,1,1
33991,15980,1,1,1,1
33993,15980,1,1,1,1
33994,15980,1,1,1,1
34101,34940,1,1,1,1
34102,34940,1,1,1,1
34103,34940,1,1,1,1
34104,34940,1,1,1,1
34105,34940,1,1,1,1
34106,34940,1,1,1,1
34107,34940,1,1,1,1
34108,34940,1,1,1,1
34109,34940,1,1,1,1
34110,15980,0.020021776,0,0.036660777,0.020480855
34110,34940,0.979978224,1,0.963339223,0.979519145
34112,34940,1,1,1,1
34113,34940,1,1,1,1
34114,34940,1,1,1,1
34116,34940,1,1,1,1
34117,34940,1,1,1,1
34119,34940,0.988520771,1,1,0.989877224
34119,15980,0.011479229,0,0,0.010122776
34120,34940,1,1,1,1
34133,15980,1,1,1,1
34134,15980,0.894852647,0.947079038,0.953531599,0.905724268
34134,34940,0.105147353,0.052920962,0.046468401,0.094275732
34135,34940,0.000072566,0,0,0.000061465
34135,15980,0.999927434,1,1,0.999938535
34136,15980,1,1,1,1
34138,34940,0,0,1,1
34139,34940,0,0,1,1
34140,34940,0,0,1,1
34141,34940,1,1,1,1
34142,17500,0.010325499,0.009408602,0.007385524,0.010094909
34142,15980,0.007277018,0,0,0.006384814
34142,34940,0.982397483,0.990591398,0.992614476,0.983520276
34145,34940,1,1,1,1
34146,34940,1,1,1,1
34201,35840,1,1,1,1
34202,35840,1,1,1,1
34203,35840,1,1,1,1
34204,35840,1,1,1,1
34205,35840,1,1,1,1
34206,35840,1,1,1,1
34207,35840,1,1,1,1
34208,35840,1,1,1,1
34209,35840,1,1,1,1
34210,35840,1,1,1,1
34211,35840,1,1,1,1
34212,35840,1,1,1,1
34215,35840,1,1,1,1
34216,35840,1,1,1,1
34217,35840,1,1,1,1
34219,35840,1,1,1,1
34220,35840,1,1,1,1
34221,35840,1,1,1,1
34222,35840,1,1,1,1
34223,35840,0.76106934,0.673807205,0.543956044,0.743451322
34223,39460,0.23893066,0.326192795,0.456043956,0.256548678
34224,39460,0.997778395,1,1,0.998065296
34224,35840,0.002221605,0,0,0.001934704
34228,35840,1,1,1,1
34229,35840,1,1,1,1
34230,35840,1,1,1,1
34231,35840,1,1,1,1
34232,35840,1,1,1,1
34233,35840,1,1,1,1
34234,35840,1,1,1,1
34235,35840,1,1,1,1
34236,35840,1,1,1,1
34237,35840,1,1,1,1
34238,35840,1,1,1,1
34239,35840,1,1,1,1
34240,35840,1,1,1,1
34241,35840,1,1,1,1
34242,35840,1,1,1,1
34243,35840,1,1,1,1
34250,35840,0,0,1,1
34251,35840,1,1,1,1
34260,35840,0,0,1,1
34264,35840,1,1,1,1
34266,39460,0,0.000246792,0,0.000065015
34266,35840,0.002067787,0.000493583,0.004854369,0.001690397
34266,11580,0.997842309,0.999259625,0.995145631,0.998179572
34266,42700,0.000089904,0,0,0.000065015
34267,11580,0,0,1,1
34268,11580,0,0,1,1
34269,11580,0.997098391,0.988235294,1,0.996930946
34269,39460,0.002901609,0.011764706,0,0.003069054
34270,35840,1,1,1,1
34272,35840,1,1,1,1
34274,35840,1,1,1,1
34275,35840,1,1,1,1
34276,35840,1,1,1,1
34277,35840,1,1,1,1
34280,35840,1,1,1,1
34282,35840,1,1,1,1
34284,35840,1,1,1,1
34285,35840,1,1,1,1
34286,35840,1,1,1,1
34287,35840,1,0.996835443,1,0.999873737
34287,39460,0,0.003164557,0,0.000126263
34288,35840,1,1,1,1
34289,35840,1,1,1,1
34290,35840,1,1,1,1
34291,35840,1,1,1,1
34292,35840,1,1,1,1
34293,35840,1,1,1,1
34295,35840,1,1,1,1
34420,36100,1,1,1,1
34423,26140,1,1,1,1
34428,26140,1,1,1,1
34429,26140,1,1,1,1
34430,36100,1,1,1,1
34431,99999,0.099612491,0.046511628,0.096774194,0.098086651
34431,36100,0.900387509,0.953488372,0.903225806,0.901913349
34432,36100,1,1,1,1
34433,26140,1,1,1,1
34434,26140,1,1,1,1
34436,26140,1,1,1,1
34441,26140,1,1,1,1
34442,26140,1,1,1,1
34445,26140,0,1,0,1
34446,26140,1,1,1,1
34447,26140,1,1,1,1
34448,26140,1,1,1,1
34449,26140,0.160351201,0.06557377,0.054794521,0.152183128
34449,99999,0.839648799,0.93442623,0.945205479,0.847816872
34450,26140,1,1,1,1
34451,26140,1,1,1,1
34452,26140,1,1,1,1
34453,26140,1,1,1,1
34460,26140,1,1,1,1
34461,26140,1,1,1,1
34464,26140,1,1,1,1
34465,26140,1,1,1,1
34470,36100,1,1,1,1
34471,36100,1,1,1,1
34472,36100,1,1,1,1
34473,36100,1,1,1,1
34474,36100,1,1,1,1
34475,36100,1,1,1,1
34476,36100,1,1,1,1
34477,36100,1,1,1,1
34478,36100,1,1,1,1
34479,36100,1,1,1,1
34480,36100,1,1,1,1
34481,36100,1,1,1,1
34482,36100,1,1,1,1
34483,36100,1,1,1,1
34484,45540,1,1,1,1
34487,26140,1,1,1,1
34488,36100,1,1,1,1
34489,36100,1,1,1,1
34491,36100,1,1,1,1
34492,36100,1,1,1,1
34498,99999,1,1,0,1
34601,26140,0.000842976,0,0,0.000761562
34601,45300,0.999157024,1,1,0.999238438
34602,45300,1,1,1,1
34603,45300,1,1,1,1
34604,45300,1,1,1,1
34605,45300,1,1,1,1
34606,45300,1,1,1,1
34607,45300,1,1,1,1
34608,45300,1,1,1,1
34609,45300,1,1,1,1
34610,45300,1,1,1,1
34611,45300,1,1,1,1
34613,45300,1,1,1,1
34614,45300,1,1,1,1
34636,45300,0,0,1,1
34637,45300,1,1,1,1
34638,45300,1,1,1,1
34639,45300,1,1,1,1
34652,45300,1,1,1,1
34653,45300,1,1,1,1
34654,45300,1,1,1,1
34655,45300,1,1,1,1
34656,45300,1,1,1,1
34660,45300,1,1,1,1
34661,45300,1,0,1,1
34667,45300,1,1,1,1
34668,45300,1,1,1,1
34669,45300,1,1,1,1
34673,45300,1,1,1,1
34674,45300,1,1,1,1
34677,45300,1,1,1,1
34679,45300,0,0,1,1
34680,45300,1,1,1,1
34681,45300,0,0,1,1
34682,45300,1,1,1,1
34683,45300,1,1,1,1
34684,45300,1,1,1,1
34685,45300,1,1,1,1
34688,45300,1,1,1,1
34689,45300,1,1,1,1
34690,45300,1,1,1,1
34691,45300,1,1,1,1
34692,45300,1,1,1,1
34695,45300,1,1,1,1
34697,45300,1,1,1,1
34698,45300,1,1,1,1
34705,36740,1,1,1,1
34711,36740,1,1,1,1
34712,36740,1,1,1,1
34713,36740,1,1,1,1
34714,36740,0.900687702,0.867313916,0.96978022,0.902092605
34714,29460,0.099312298,0.132686084,0.03021978,0.097907395
34715,36740,1,1,1,1
34729,36740,0,1,0,1
34731,45540,0.001559399,0,0,0.00143136
34731,36740,0.998440601,1,1,0.99856864
34734,36740,1,1,1,1
34736,36740,1,1,1,1
34737,36740,1,1,1,1
34739,36740,1,1,1,1
34740,36740,1,1,1,1
34741,36740,1,1,1,1
34742,36740,1,1,1,1
34743,36740,1,1,1,1
34744,36740,1,1,1,1
34745,36740,1,1,1,1
34746,36740,1,1,1,1
34747,36740,1,1,1,1
34748,36740,1,1,1,1
34749,36740,1,1,1,1
34753,36740,1,1,1,1
34755,36740,1,1,1,1
34756,36740,1,1,1,1
34758,36740,1,1,1,1
34759,36740,0.144029941,0.710714286,0.636363636,0.154078729
34759,29460,0.855970059,0.289285714,0.363636364,0.845921271
34760,36740,1,1,1,1
34761,36740,1,1,1,1
34762,36740,1,1,1,1
34769,36740,1,1,1,1
34770,36740,1,1,1,1
34771,36740,1,1,1,1
34772,36740,1,1,1,1
34773,36740,1,1,1,1
34777,36740,1,1,1,1
34778,36740,1,1,1,1
34785,45540,1,1,1,1
34786,36740,1,1,1,1
34787,36740,1,1,1,1
34788,36740,1,1,1,1
34789,36740,1,1,1,1
34797,36740,1,1,1,1
34945,38940,1,1,1,1
34946,38940,1,1,1,1
34947,38940,1,1,1,1
34948,38940,1,1,1,1
34949,38940,1,1,1,1
34950,38940,1,1,1,1
34951,38940,1,1,1,1
34952,38940,1,1,1,1
34953,38940,1,1,1,1
34954,38940,1,1,1,1
34956,38940,1,1,1,1
34957,38940,1,1,1,1
34958,38940,1,1,1,1
34972,38940,0.003863061,0.001060445,0,0.003477455
34972,36740,0.025842547,0.018027572,0.005649718,0.024574012
34972,36380,0.970294392,0.980911983,0.994350282,0.971948534
34973,36380,1,1,1,1
34974,36380,0.745462018,0.872536137,0.788,0.752338245
34974,99999,0.210904856,0.113009198,0.168,0.205445227
34974,42700,0.029317077,0.010512484,0.024,0.028315183
34974,38940,0.014316049,0.003942181,0.02,0.013901345
34979,38940,1,1,1,1
34981,38940,1,1,1,1
34982,38940,1,1,1,1
34983,38940,1,1,1,1
34984,38940,1,1,1,1
34985,38940,1,1,1,1
34986,38940,1,1,1,1
34987,38940,1,1,1,1
34988,38940,1,1,1,1
34990,38940,1,1,1,1
34991,38940,1,1,1,1
34992,38940,1,1,1,1
34994,38940,1,1,1,1
34995,38940,1,1,1,1
34996,38940,1,1,1,1
34997,38940,1,1,1,1
35004,13820,1,1,1,1
35005,13820,1,1,1,1
35006,13820,0.978413655,0.903225806,1,0.976236663
35006,46220,0.021586345,0.096774194,0,0.023763337
35007,13820,1,1,1,1
35010,33860,0.031816655,0.006789525,0.01455869,0.028628401
35010,99999,0.88146407,0.980601358,0.973612375,0.895954992
35010,45180,0.086719275,0.012609117,0.011828935,0.075416607
35013,13820,0,1,0,1
35014,45180,1,1,1,1
35015,13820,0,1,0,1
35016,19460,0.001433349,0,0,0.001312049
35016,13820,0.019111323,0.001468429,0,0.017603324
35016,18980,0.124223602,0.055800294,0.096774194,0.11884977
35016,10700,0.855231725,0.942731278,0.903225806,0.862234857
35019,19460,0.184560781,0,0,0.177021277
35019,18980,0.815439219,1,1,0.822978723
35020,13820,1,1,1,1
35021,13820,1,1,1,1
35022,13820,1,1,1,1
35023,13820,1,1,1,1
35031,13820,1,1,1,1
35032,45180,0,1,0,1
35033,18980,0.921867556,0.976190476,1,0.923148579
35033,13820,0.078132444,0.023809524,0,0.076851421
35034,13820,1,1,1,1
35035,13820,1,1,1,1
35036,13820,1,1,1,1
35038,13820,0,1,1,1
35040,13820,1,1,1,1
35042,13820,0.999341455,1,1,0.999401198
35042,99999,0.000658545,0,0,0.000598802
35043,13820,1,1,1,1
35044,45180,1,1,1,1
35045,13820,1,1,1,1
35046,13820,0.953826284,0.945054945,1,0.953663118
35046,45180,0.046173716,0.054945055,0,0.046336882
35048,13820,1,1,1,1
35049,13820,1,1,1,1
35051,13820,1,1,1,1
35052,13820,0,1,0,1
35053,18980,0.896761134,0.975,1,0.898613861
35053,99999,0.103238866,0.025,0,0.101386139
35054,13820,1,1,1,1
35055,18980,1,1,1,1
35056,18980,1,1,1,1
35057,18980,1,1,1,1
35058,18980,1,1,1,1
35060,13820,1,1,0,1
